Fri Nov 29 23:17:59 2024    profile_output

         10015535 function calls (9984484 primitive calls) in 17.521 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       15    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:751(set_clip_box)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:482(anchored)
       52    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1787(sanitize_sequence)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1711(__init__)
       31    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:703(getdata)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\IPython\core\formatters.py:956(__call__)
       12    0.000    0.000    0.000    0.000 {method 'isoformat' of 'datetime.datetime' objects}
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:264(have_units)
       80    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1943(__init__)
      144    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:3494(shape)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:8584(asanyarray)
       19    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:956(x0)
      436    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:949(set_url)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:978(set_sizes)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\artist.py:1090(set_label)
       56    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\base_events.py:768(time)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:2051(_staircase)
      320    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\font_manager.py:851(set_file)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\PIL\Image.py:3185(frombuffer)
      103    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:3295(_scalar_heuristic)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1897(set_minor_formatter)
       20    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\queue.py:115(empty)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:514(set_cmap)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\traitlets\traitlets.py:3631(set)
        2    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       27    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\selector_events.py:740(_process_events)
      103    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colors.py:234(_has_alpha_channel)
     10/8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2394(__eq__)
       96    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:252(y0)
       15    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:6860(is_masked)
      777    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\typing.py:2366(cast)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:308(_extremum_fill_value)
      160    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:1080(gcf)
      311    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:1686(<lambda>)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\asyncio\tasks.py:703(sleep)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:216(__init__)
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\_api\__init__.py:167(check_getitem)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:523(shrunk_to_aspect)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\jupyter_client\session.py:272(msg_header)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\colorbar.py:582(_update_dividers)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_type_check_impl.py:213(isreal)
      440    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:752(restore)
        1    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\extras.py:307(__call__)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:991(intervaly)
        8    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:1720(__init__)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:736(__init__)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1391(contains_branch)
      111    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\ticker.py:237(set_locs)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:220(set_prop_cycle)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\hmac.py:122(copy)
       18    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:540(set_hatch)
       16    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:835(limit_range_for_scale)
       56    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       56    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:2356(_is_torch_array)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\zmqshell.py:64(_flush_streams)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:498(__init__)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:4717(ravel)
       80    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\getlimits.py:703(min)
      510    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\enum.py:1303(__deepcopy__)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:1290(_set_artist_props)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:986(intervalx)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1725(frozen)
       10    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:677(_bcast_lwls)
       32    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\shape_base.py:217(_vhstack_dispatcher)
        2    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\zmq\sugar\socket.py:236(close)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\numeric.py:220(ones_like)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\pathlib\_local.py:277(_raw_path)
      239    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\text.py:605(set_wrap)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:1720(__eq__)
       12    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:458(_check_fill_value)
       98    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      309    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:449(_set_nothing)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cbook.py:849(__init__)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axes\_base.py:1764(set_box_aspect)
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:212(__getitem__)
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:191(_check_gridspec_exists)
       12    0.000    0.000    0.000    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:2172(__eq__)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\cm.py:638(_ensure_cmap)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2699(set_offset_position)
        9    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:1477(enumerate)
      182    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\markers.py:374(get_snap_threshold)
       44    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       11    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\collections.py:1398(set_segments)
      220    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:779(get_clip_path)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\gridspec.py:32(__init__)
        6    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:800(null)
        7    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\_ufunc_config.py:21(seterr)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\pyplot.py:524(_warn_if_gui_out_of_main_thread)
      266    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:527(locator)
      321    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backend_bases.py:157(open_group)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:2629(set_label_position)
        3    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:714(_add_axes_internal)
       17    0.000    0.000    0.000    0.000 <frozen _collections_abc>:853(__len__)
      305    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:337(<genexpr>)
      267    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\_core\multiarray.py:82(empty_like)
       98    0.000    0.000    0.000    0.000 {method 'get_bitmap_offset' of 'matplotlib.ft2font.FT2Font' objects}
        4    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\figure.py:398(set_edgecolor)
        8    0.000    0.000    0.000    0.000 C:\Users\paulg\AppData\Roaming\Python\Python313\site-packages\ipykernel\iostream.py:718(_rotate_buffers)
       24    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\inspect.py:2900(kwargs)
       19    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:966(x1)
      196    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\backends\backend_agg.py:245(get_canvas_width_height)
      235    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\axis.py:538(formatter)
        5    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\ma\core.py:322(minimum_fill_value)
       71    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\threading.py:1110(ident)
      314    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\numpy\lib\_stride_tricks_impl.py:491(_broadcast_arrays_dispatcher)
       11    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\transforms.py:961(y0)
       20    0.000    0.000    0.000    0.000 c:\Users\paulg\AppData\Local\Programs\Python\Python313\Lib\site-packages\matplotlib\patches.py:348(set_antialiased)
